1194728105, 2, , <UNAVAIL>, NAVOS, , , , , , , HIGHLINE WEST SEATTLE MENTAL HEALTH, 4, , , , , , , , PO BOX 46420, , SEATTLE, WA, 981460420, US, 2069337214, 2069337005, 2600 SW HOLDEN ST, , SEATTLE, WA, 981263505, US, 2069337214, 2069337005, 05/23/2005, 09/12/2017, , , , , JOHNSON, DAVID, MARVIN, CEO, 2069337225, 101YM0800X, 048, WA, Y, 251B00000X, , WA, N, 261QR0405X, , WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ED.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1689670465, 2, , <UNAVAIL>, WASEM'S INC., , , , , , , WASEM'S HOME MEDICAL, 5, , , , , , , , 800 6TH ST, , CLARKSTON, WA, 994032013, US, 5097582565, 5097582151, 800 6TH ST, , CLARKSTON, WA, 994032013, US, 5097582565, 5097582151, 06/24/2005, 09/16/2016, , , , , WASEM, RICK, , PRESIDENT, 5097582565, 332B00000X, , WA, N, 332BC3200X, 022000985, WA, N, 333600000X, CF00000917, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9032319, 05, WA, , 9160086, 05, WA, , 6083208, 05, WA, , 7330574, 05, WA, , 003122000, 05, ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1053317958, 2, , <UNAVAIL>, BASIN COUNSELING, , , , , , , , , , , , , , , , 404 S DIVISION ST, , MOSES LAKE, WA, 988371957, US, 5097647474, 5097647480, 404 S DIVISION ST, , MOSES LAKE, WA, 988371957, US, 5097647474, 5097647480, 06/24/2005, 07/08/2007, , , , , HOLT, DEBORA, , OWNER, 5097647474, 101YM0800X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , LMHC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1104822931, 2, , <UNAVAIL>, PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO, , , , , , , PPGWNI KENNEWICK HEALTH CENTER, 3, , , , , , , , 1117 TIETON DR, , YAKIMA, WA, 989023835, US, 8669047721, 5095768685, 7426 W BONNIE PL, , KENNEWICK, WA, 993361124, US, 8669047721, 5095768685, 06/27/2005, 05/11/2017, , , , , NELSON, KIM, A., VP OF FINANCE, 8669047721, 207Q00000X, 397 020 705, WA, Y, 207VG0400X, , , N, 261QA0005X, , , N, 261QM1300X, , , N, 363L00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO, <UNAVAIL>, MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1497752091, 2, , <UNAVAIL>, INLAND NORTHWEST HEALTH SERVICES, , , , , , , , , , , , , , , , PO BOX 2185, , SPOKANE, WA, 992102185, US, 5092328160, 5092328392, 711 S COWLEY ST, , SPOKANE, WA, 992021330, US, 5098384771, 5094736118, 06/28/2005, 02/12/2018, , , , , ANDERSON, DONALD, WAYNE, DIR REIMB ADMIN & ASST SEC ENROLLMT, 4255255392, 283X00000X, 601008288, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 163548, 01, WA, LABOR & INDUSTRIE GROUP, 192165500, 01, WA, LABOR & INDUSTRY FEDERAL, CI9477, 01, WA, MEDICARE RAILROAD, 0057625, 01, WA, LABOR AND INDUSTRIES, 178006, 01, WA, LABOR & INDUSTRY COHE, ST4835, 01, WA, ASURIS - 837P, 41-0397, 05, MT, , 3276800, 05, ID, , 7082530, 05, WA, , A004, 01, WA, TRICARE PROFESSIONAL, ST3555, 01, WA, ASURIS -837I, 3200284, 05, WA, , 000010013358, 01, ID, REGENCE BLUE SHIELD OF ID, 0057064, 01, WA, LABOR & INDUSTRY PAIN CLI, 174405, 01, WA, LABOR & INDUSTRY COHE, 0110161, 01, WA, LABOR & INDUSTRY VOC, 10160, 01, WA, GROUP HEALTH, 149245, 01, WA, LABOR & INDUSTRIE PROF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1851398457, 2, , <UNAVAIL>, INLAND NORTHWEST HEALTH SERVICES, , , , , , , NORTHWEST MEDSTAR, 3, , , , , , , , PO BOX 469, , SPOKANE, WA, 992100469, US, 5092328275, 5092328392, 6319 E RUTTER AVE, , SPOKANE, WA, 992121445, US, 5095327963, , 06/28/2005, 07/08/2007, , , , , FRITZ, TOM, , CEO, 5092328102, 3416A0800X, 42X02, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 155442, 01, WA, LABOR & INDUSTRY, 000010014835, 01, ID, REGENCE BLUE SHEILD OF ID, 0441201, 05, MT, , 227861, 05, OR, , 9052218, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1851397426, 2, , <UNAVAIL>, SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION, , , , , , , ASTRIA HEALTH CENTER, 3, , , , , , , , PO BOX 510, , SUNNYSIDE, WA, 989440510, US, 5098374949, 5098372808, 2925 ALLEN RD, , SUNNYSIDE, WA, 989448931, US, 5098374949, 5098372808, 06/28/2005, 11/13/2017, , , , , LAWSON, KIM, , BUSINESS OFFICE MANAGER, 5098371617, 163W00000X, , , N, 207R00000X, , , N, 207RR0500X, , , N, 261QR1300X, , , Y, 363L00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7125073, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1992702443, 2, , <UNAVAIL>, EASTSIDE ENDOSCOPY CENTER PLLC, , , , , , , , , , , , , , , , FILE # 41076, , LOS ANGELES, CA, 900741076, US, 2155899000, 2155899039, 1135 116TH AVE NE, SUITE 570, BELLEVUE, WA, 980044623, US, 4254517335, 4254511226, 06/30/2005, 11/24/2009, , , , , SABLYAK, KAREN, PATRICIA, TREASURER, 2155899001, 261QA1903X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , EA0308, 01, WA, REGENCE BS, 7067366, 05, WA, , =========, 01, WA, PREMERA BC, 50D0923026, 01, WA, CLIA NUMBER, MTS-3102, 01, WA, STATE LICENSE, BG4377227, 01, , DEA LICENSE, 15949, 01, , AAAHC ACCREDITATION, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1720085269, 2, , <UNAVAIL>, PEND OREILLE FIRE 2, , , , , , , , , , , , , , , , PO BOX 435, , METALINE FALLS, WA, 991530435, US, 5094422311, 5094422333, 390442 SR 20, , CUSICK, WA, 99119, US, 5094422311, 5094422333, 06/30/2005, 06/12/2012, , , , , RUMELHART, JOHN, , ADMINISTRATIVE ASSISTANT, 5094422311, 3416L0300X, 26D02, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1669479119, 2, , <UNAVAIL>, METHOW VALLEY HOME HEALTH AGENCY, , , , , , , AERO METHOW RESCUE SERVICE, 3, , , , , , , , PO BOX 66, , TWISP, WA, 988560066, US, 5099974013, 5099974005, 1005 HWY 20 EAST, , TWISP, WA, 98856, US, 5099974013, 5099974005, 06/30/2005, 11/04/2011, , , , , BUTTON, CYNTHIA, , DIRECTOR OF SERVICES, 5099974013, 3416L0300X, 24X01, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 222066222066, 01, WA, PREMERA BLUE CROSS, 119292700, 01, , US DOL, GA0008, 01, WA, WV MEDICAL CENTER, 9162504, 05, WA, , ARMRE01091-58655, 01, WA, MSC PROVIDER #, 0012524, 01, WA, DEPT. OF LABOR & INDUSTRI, 079815001, 01, WA, GROUP HEALTH COOP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , PARAMEDIC, , , , , , , , , , , , , , , , 
1689671984, 2, , <UNAVAIL>, SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION, , , , , , , ASTRIA HEALTH CENTER, 3, , , , , , , , PO BOX 510, , SUNNYSIDE, WA, 989440510, US, 5098821855, 5098824998, 208 N EUCLID RD, , GRANDVIEW, WA, 989309470, US, 5098821855, 5098824998, 06/30/2005, 11/13/2017, , , , , LAWSON, KIM, , BUSINESS OFFICE MANAGER, 5098371617, 207R00000X, , , N, 207RS0012X, , , N, 261Q00000X, 601650238, WA, N, 261QR1300X, , , Y, 363L00000X, , , N, 367A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50-8540, 01, , MEDICARE PART A, 7130727, 05, WA, , 7071632, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1497752646, 2, , <UNAVAIL>, BENTON FRANKLIN DISTRICT HEALTH DEPARTMENT, , , , , , , BENTON FRANKLIN HEALTH DISTRICT, 5, , , , , , , , 7102 W OKANOGAN PLACE, , KENNEWICK, WA, 99336, US, 5094604200, 5094604590, 7102 W OKANOGAN PLACE, , KENNEWICK, WA, 99336, US, 5094604200, 5094604590, 07/01/2005, 02/24/2016, , , , , ZACCARIA, JASON, , HEALTH DISTRICT ADMINISTRATOR, 5094604567, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0087617, 01, WA, LABOR & INDUSTRY, 7400187, 05, WA, , 7400823, 05, WA, , 7246903, 05, WA, , 7403652, 05, WA, , 5900717, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MHA, , , , , , , , , , , , , , , , 
1073510277, 2, , <UNAVAIL>, PEACEHEALTH, , , , , , , ST. JOHN MEDICAL CENTER, 3, , , , , , , , PO BOX 3002, , LONGVIEW, WA, 986320302, US, 3604142000, , 1615 DELAWARE ST, , LONGVIEW, WA, 986322310, US, 3604142000, , 07/01/2005, 01/26/2016, , , , , RABOIN, KIRK, , CAO, 3604142000, 276400000X, H-026, WA, N, 282N00000X, H-026, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3304508, 05, WA, , 600 521 489, 01, , UBI NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1730186966, 2, , <UNAVAIL>, HEALTHPOINT, , , , , , , HEALTHPOINT, 3, , , , , , , , 955 POWELL AVE SW, , RENTON, WA, 980572908, US, 4252771311, 4252771566, 126 AUBURN AVE, SUITE 300, AUBURN, WA, 98002, US, 2537350166, 2538338987, 07/01/2005, 05/15/2013, , , , , HAMMOND, VICKI, , CFO, 4252771311, 207Q00000X, , WA, N, 261QF0400X, 600461311, WA, N, 261QF0400X, , WA, N, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7033962, 05, WA, , 501842, 01, WA, MEDICARE PART A, 000158800, 01, WA, MEDICARE PART B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1891792966, 2, , <UNAVAIL>, NORTHEAST WASHINGTON ALLIANCE COUNSELING SERVICES, , , , , , , , , , , , , , , , 165 E HAWTHORNE AVE, , COLVILLE, WA, 991142629, US, 5096844597, 5096845286, 165 E HAWTHORNE AVE, , COLVILLE, WA, 991142629, US, 5096844597, 5096845286, 07/05/2005, 03/09/2017, , , , , MOSER, JOHN, , HUMAN RESOURCES, 5096850629, 251S00000X, 332001193, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1063419190, 2, , <UNAVAIL>, FRANCISCAN HEALTH SYSTEM CARE CENTER AT TACOMA, , , , , , , , , , , , , , , , 6220 S. ALASKA ST., , TACOMA, WA, 984081317, US, 2534765300, 2534765365, 6220 S. ALASKA ST., , TACOMA, WA, 984081317, US, 2534765300, 2534765365, 07/05/2005, 07/08/2007, , , , , LARSON, LINDA, M, ADMINISTRATOR, 2534765300, 314000000X, NLT1218, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4112181, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1679570485, 2, , <UNAVAIL>, INLAND NORTHWEST BLOOD CENTER, , , , , , , , , , , , , , , , 210 W CATALDO AVE, , SPOKANE, WA, 992012217, US, 5096240151, 5092324531, 210 W CATALDO AVE, , SPOKANE, WA, 992012217, US, 5096240151, 5092324531, 07/07/2005, 08/17/2012, , , , , BRYANT, JEFF, , PRESIDENT AND CEO, 5062324422, 291U00000X, , , N, 331L00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2868107, 05, WA, , 0005963W, 01, WA, L&I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1487651121, 2, , <UNAVAIL>, BUENA VISTA INC, , , , , , , , , , , , , , , , 151 BUENA VISTA DR, , COLVILLE, WA, 991148676, US, 5096844539, 5096846013, 151 BUENA VISTA DR, , COLVILLE, WA, 991148676, US, 5096844539, 5096850582, 07/07/2005, 03/11/2014, , , , , CARTER, LORRI, , ADMINISTRATOR, 5096844539, 310400000X, BH 1023, WA, N, 314000000X, NH 1244, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 127682, 01, WA, SSPS#, 4112447, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1558369272, 2, , <UNAVAIL>, TACOMA UROLOGY CENTER PLLC, , , , , , , , , , , , , , , , 1802 YAKIMA AVE, STE 205, TACOMA, WA, 984054499, US, 2532728822, 2532728855, 1802 YAKIMA AVE, STE 205, TACOMA, WA, 984054499, US, 2532728822, 2532728855, 07/07/2005, 07/11/2007, , , , , FINNERTY, ROBERT, U, OWNER, 2532728822, 208800000X, 19475, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1033116983, 2, , <UNAVAIL>, ROCHESTER DRUG, , , , , , , , , , , , , , , , 7505 183RD AVE SW, UNIT C, ROCHESTER, WA, 98579, US, 3602735522, 3602738067, 7505 183RD AVE SW UNIT C, , ROCHESTER, WA, 985799212, US, 3602735522, 3602738067, 07/07/2005, 04/20/2008, , , , , TAVIS, CRAIG, , OWNER PHARMACIST, 3602735522, 3336C0003X, , WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, WA, TAX ID NUMBER, 6021091, 05, WA, , 9046053, 05, WA, , 9046251, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1720086473, 2, , <UNAVAIL>, EVERSON DENTAL CLINIA, , , , , , , , , , , , , , , , PO BOX 387, , EVERSON, WA, 982470387, US, 3609667777, 3609664510, 201 E MAIN ST, , EVERSON, WA, 982479126, US, 3609667777, , 07/07/2005, 07/08/2007, , , , , BARRETT, DANIEL, T, DENTIST, 3609667777, 261QD0000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DDS, , , , , , , , , , , , , , , , 
1235136169, 2, , <UNAVAIL>, CAMP RILEY DRUG CO. INC, , , , , , , PHARM A SAVE MONROE, 3, , , , , , , , 17788 147TH ST SE, , MONROE, WA, 982721030, US, 3607944641, 3608055271, 17788 147TH ST SE, , MONROE, WA, 982721030, US, 3607944641, 3608055271, 07/07/2005, 10/24/2007, , , , , GRAAFSTRA, SUZETTE, MARIE, MANAGER, 3607944641, 332B00000X, 315001080, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6160006, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MANAGER, , , , , , , , , , , , , , , , 
1821096405, 2, , <UNAVAIL>, HEALTHPOINT, , , , , , , HEALTHPOINT, 3, , , , , , , , 955 POWELL AVE SW, , RENTON, WA, 98057, US, 4252771311, 4252771566, 10414 BEARDSLEE BLVD, SUITE 100, BOTHELL, WA, 98011, US, 4254860658, 4254876761, 07/08/2005, 09/21/2012, , , , , NAKAMURA, DUANE, , CREDENTIALING ANALYST, 4252771311, 207Q00000X, =========, WA, N, 261QF0400X, =========, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 501848, 01, WA, MEDICARE PART A, 7033996, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1588662084, 2, , <UNAVAIL>, BLOODWORKS, , , , , , , PUGET SOUND BLOOD CENTER AND PROGRAM, 4, , , , , , , , 921 TERRY AVE, , SEATTLE, WA, 981041239, US, 2062926500, 2066898365, 921 TERRY AVE, , SEATTLE, WA, 981041239, US, 2062926500, 2066898365, 07/08/2005, 05/18/2015, , , , , GLEASON, ROBERT, , CHIEF FINANCIAL OFFICER, 2066896680, 291U00000X, FX00004065, WA, Y, 331L00000X, , WA, N, 3336S0011X, PHWH.FX.60073065, WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1578921, 05, AK, , 1588662084, 05, ID, , 2492700, 05, WA, , DO099, 01, , RR MEDICARE, G-0001662200, 01, , MEDICARE PTAN, 1588662084, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
