1134122021, 2, , <UNAVAIL>, NEVADA CARDIOLOGY PROFESSIONAL ASSN, , , , , , , NEVADA CARDIOLOGY ASSOCIATES, 3, , , , , , , , 3121 S MARYLAND PKWY, STE 512, LAS VEGAS, NV, 891092310, US, 7027967150, 7027969071, 3121 S MARYLAND PKWY, STE 512, LAS VEGAS, NV, 891092310, US, 7027967150, 7027969071, 05/24/2005, 08/27/2014, , , , , SALYER, PETRA, , PRACTICE MANAGER, 7022331000, 207RC0000X, 175317600, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1205820297, 2, , <UNAVAIL>, VALLEY HOME HEALTH, , , , , , , , , , , , , , , , 1331 S RAINBOW BLVD, SUITE 101, LAS VEGAS, NV, 891469238, US, 7023888420, 7025620912, 1331 S RAINBOW BLVD, SUITE 101, LAS VEGAS, NV, 891469238, US, 7023888420, 7025620912, 09/06/2005, 07/08/2007, , , , , SEARLES, LARRY, L, DIRECTOR, 7025620911, 251E00000X, 624-HHA-13, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RN, , , , , , , , , , , , , , , , 
1053305862, 2, , <UNAVAIL>, ROBERT B GRZYWACZ DPM A PROFESSIONAL CORPORATION, , , , , , , DESERT PODIATRY, 3, , , , , , , , 3221 E WARM SPRINGS RD, , LAS VEGAS, NV, 891203157, US, 7027337617, 7027331732, 3221 E WARM SPRINGS RD, , LAS VEGAS, NV, 891203157, US, 7027337617, 7027331732, 09/07/2005, 05/23/2008, , , , , GRZYWACZ, ROBERT, B, OWNER, 7027337617, 213E00000X, 793965375, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 137141EQ, 01, , PREFERRED CARE, P00058662, 01, NV, RAILROAD MEDICARE, V37963, 01, , MEDICARE CLAIMS, V37962, 01, , GEHA, =========, 01, , PGBA, 37963, 01, , MEDICARE SECONDARY, 37963, 01, , MEDICARE CLAIMS, =========0000E, 01, , GEHA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DPM, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1962497453, 2, , <UNAVAIL>, SWIFT'S CHILDREN'S CRITICAL CARE NETWORK, , , , , , , , , , , , , , , , 3006 S MARYLAND PKWY, #505, LAS VEGAS, NV, 891092218, US, 8883502911, 7023695827, 1155 MILL ST, , RENO, NV, 895021576, US, 8883502911, 7023695827, 09/12/2005, 07/03/2008, , , , , SWIFT, JAMES, D, OWNER / DIRECTOR, 8883502911, 2080P0203X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100506438, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1780679290, 2, , <UNAVAIL>, AL-FATH AHMED PROFESSIONAL CORPORATION, , , , , , , EMANEST, 3, , , , , , , , 7437 S EASTERN AVE # 611, , LAS VEGAS, NV, 891231538, US, 7022383465, 7025487445, 7437 S EASTERN AVE # 611, , LAS VEGAS, NV, 891231538, US, 7022383465, 7025487445, 09/12/2005, 09/19/2011, , , , , AHMED, SALAHUDDIN, , MEDICAL DIRECTOR, 7022383465, 207L00000X, 159008520-02, NV, Y, 207LC0200X, 159008520-02, NV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1780679290, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.B., B.S., , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1912992983, 2, , <UNAVAIL>, OMER H WHARTON-ALI MD A PROFESSIONAL CORPORATION, , , , , , , , , , , , , , , , PO BOX 364479, , N LAS VEGAS, NV, 890368479, US, 7023993404, 7023991819, 1703 CIVIC CENTER DR #1B, , N LAS VEGAS, NV, 890307273, US, 7023993404, 7023991819, 09/15/2005, 01/08/2008, , , , , WHARTON-ALI, OMER, H, PRESIDENT, 7023993404, 261QP2300X, 3863, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 002002260, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, , , , , , , , , , , , , , , , 
1184619025, 2, , <UNAVAIL>, SIERRA NEVADA CARDIOLOGY ASSOCIATES CATHETERIZATION LABORATORY, , , , , , , SNCA CATH LAB, 3, , , , , , , , 75 PRINGLE WAY, G16, RENO, NV, 895021464, US, 7753278484, 7753278480, 75 PRINGLE WAY, G16, RENO, NV, 895021464, US, 7753278484, 7753278480, 09/16/2005, 07/09/2007, , , , , CARROLL, JOHN, , CEO, 5208867889, 2085R0202X, 1604300001, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1427043298, 2, , <UNAVAIL>, DELMAR GARDENS OF GREEN VALLEY OPERATING LLC, , , , , , , DELMAR GARDENS OF GREEN VALLEY, 3, , , , , , , , 14805 N OUTER 40 RD, SUITE 300, CHESTERFIELD, MO, 630176060, US, 6367337000, 6367337010, 100 DELMAR GARDENS DR, , HENDERSON, NV, 890743216, US, 7023616111, 7023612508, 09/16/2005, 01/12/2016, , , , , HARTMANN, GAIL, LEE, TREASURER, 6367337000, 314000000X, 1178SNF-19, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001902623, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1912992579, 2, , <UNAVAIL>, ASSOCIATED THERAPY RESOURCES INC, , , , , , , SPARKS RENO SPINAL REHABILITATION THERAPY, 3, , , , , , , , 1875 PLUMAS ST, SUITE 4, RENO, NV, 895093321, US, 7758262444, 7758269669, 1875 PLUMAS ST, SUITE 4, RENO, NV, 895093321, US, 7758262444, 7758269669, 09/20/2005, 07/08/2007, , , , , BERTRAND, TIMOTHY, JOSEPH, OWNER, 7758262444, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 12361, 01, NV, ANTHEM BCBS, NV8179, 01, NV, FEDERAL BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1740276278, 2, , <UNAVAIL>, SPECTRUM PHARMACY SERVICES LLC, , , , , , , SPECTRUM PHARMACY SERVICES, 3, , , , , , , , PO BOX 671292, , DALLAS, TX, 752671292, US, 7028532200, 7028522220, 15 CACTUS GARDEN DR, BLDG C, HENDERSON, NV, 890142339, US, 7028532200, 7028532213, 09/20/2005, 04/26/2013, , , , , CARLTON, STEVE, , EXECUTIVE VICE PRESIDENT, 7028532200, 3336L0003X, PH01845, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2127267, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1437145422, 2, , <UNAVAIL>, WILLIAM BEE RIRIE HOSPITAL, , , , , , , WILLIAM BEE RIRIE HOSP CLINIC, 5, , , , , , , , 6 STEPTOE CIRCLE, WILLIAM BEE RIRIE HOSPITAL, ELY, NV, 89301, US, 7752893001, 7752896423, 6 STEPTOE CIRCLE, , ELY, NV, 89301, US, 7752893612, 7752896423, 09/23/2005, 04/26/2017, , , , , WALKER, MATTHEW, F., CHIEF EXECUTIVE OFFICER, 7752893001, 103T00000X, , , N, 207P00000X, , , N, 207Q00000X, , , N, 207Q00000X, , NV, Y, 207R00000X, , , N, 207RR0500X, , , N, 363AM0700X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01517887, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , 
1154317964, 2, , <UNAVAIL>, DESERT SPRINGS HOSPITAL, , , , , , , , , , , , , , , , 2075 E FLAMINGO RD, , LAS VEGAS, NV, 891195188, US, 7027338800, , 2075 E FLAMINGO RD, , LAS VEGAS, NV, 891195188, US, 7027338800, , 09/27/2005, 08/04/2011, , , , , FILTON, STEVE, , CFO,  SENIOR,  VP, 6107683300, 282N00000X, 641HOS-20, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001202847, 05, NV, , 001102847, 05, NV, , 1002847, 05, NV, , =========, 01, NV, CHAMPUS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1609862341, 2, , <UNAVAIL>, WESTERN NEVADA SURGICAL CENTER INC, , , , , , , , , , , , , , , , 1299 MOUNTAIN ST, , CARSON CITY, NV, 897033816, US, 7758824477, 7758824479, 1299 MOUNTAIN ST, , CARSON CITY, NV, 897033816, US, 7758824477, 7758824479, 09/27/2005, 09/22/2008, , , , , VAZEEN, MEHDI, , MEDICAL DIRECTOR, 7758824477, 261QS0132X, 4247ASC1, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, , , , , , , , , , , , , , , , 
1598751257, 2, , <UNAVAIL>, NORTHERN SIERRA DIALYSIS CENTER, , , , , , , , , , , , , , , , 1500 E SECOND ST, SUITE 101, RENO, NV, 895021189, US, 7759828155, 7759828104, 1500 E 2ND ST, SUITE 101, RENO, NV, 895021181, US, 7759828155, 7759828104, 09/27/2005, 12/28/2009, , , , , VAN WAGNER, SCOTT, , DIRECTOR OF DIALYSIS, 7759824027, 261QE0700X, 34710ESR-3, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811984214, 2, , <UNAVAIL>, QUI H THAI MD PC, , , , , , , COMPREHENSIVE MEDICAL CARE, 3, , , , , , , , 6090 S. FORT APACHE, 145, LAS VEGAS, NV, 891485618, US, 7028771688, 7028771888, 6090 S FORT APACHE RD, 145, LAS VEGAS, NV, 891485617, US, 7028771688, 7028771888, 09/30/2005, 11/08/2010, , , , , THAI, QUI, H, PRESIDENT, 7028771688, 207R00000X, 11488, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , NV1069, 01, NV, BLUE CROSS, P00301786, 01, NV, RAILROAD MEDICARE, 100507145, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1245228972, 2, , <UNAVAIL>, RENO ORTHOPAEDIC CLINIC INC, , , , , , , , , , , , , , , , 555 N ARLINGTON AVE, , RENO, NV, 895034723, US, 7757863040, 7757861358, 555 N ARLINGTON AVE, , RENO, NV, 895034723, US, 7757863040, 7757861358, 10/06/2005, 11/16/2016, , , , , CHRISTENSEN, JAMES, L, PRESIDENT, 7757863040, 207X00000X, 12629, NV, Y, 208100000X, 12629, NV, N, 225100000X, 12629, NV, N, 225X00000X, 12629, NV, N, 363A00000X, 12629, NV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , 
1538157169, 2, , <UNAVAIL>, SIERRA PLASTIC SURGERY LLC, , , , , , , , , , , , , , , , 904 N NEVADA ST, , CARSON CITY, NV, 897033934, US, 7758419090, 7758419091, 904 N NEVADA ST, , CARSON CITY, NV, 897033934, US, 7758419090, 7578419091, 10/07/2005, 04/20/2008, , , , , VOLSHTEYN, BORIS, , CEO, 7758419090, 2086S0122X, =========, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1912995309, 2, , <UNAVAIL>, RD PRABHU-LATA K SHETE MDS LTD, , , , , , , , , , , , , , , , 5701 W CHARLESTON BLVD, SUITE 100, LAS VEGAS, NV, 891461217, US, 7028779514, 7023123510, 5701 W CHARLESTON BLVD, SUITE 100, LAS VEGAS, NV, 891461217, US, 7028779514, 7028770399, 10/10/2005, 07/08/2007, , , , , PRABHU, RACHAKONDA, DAYANANDA, PRESIDENT, 7028779514, 261QM1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , XGG00737, 01, CA, MEDI-CAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, , , , , , , , , , , , , , , , 
1548258916, 2, , <UNAVAIL>, MANTHEI OPHTHALMOLOGY CENTER LTD, , , , , , , NEVADA EYE & EAR, 3, , , , , , , , 2598 WINDMILL PKWY, , HENDERSON, NV, 890745476, US, 7028966043, 7028969591, 2598 WINDMILL PKWY, , HENDERSON, NV, 890745476, US, 7028966043, 7028969591, 10/11/2005, 04/20/2008, , , , , MANTHEI, RUDY, RONALD, OWNER PRESIDENT, 7028966043, 332B00000X, TIN=========, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DO, , , , , , , , , , , , , , , , 
1093703092, 2, , <UNAVAIL>, SCOTT E MANTHEI PC LTD, , , , , , , NEVADA EYE AND EAR, 3, , , , , , , , 2598 WINDMILL PKWY, , HENDERSON, NV, 890745476, US, 7028966043, 7028969591, 2598 WINDMILL PKWY, , HENDERSON, NV, 890745476, US, 7028966043, 7028969591, 10/12/2005, 04/20/2008, , , , , MATHEI, SCOTT, EDWARD, OWNER PRESIDENT, 7028966043, 332B00000X, =========, NV, X, 332S00000X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DO, , , , , , , , , , , , , , , , 
1548250582, 2, , <UNAVAIL>, SPARKS FAMILY HOSPITAL INC, , , , , , , NORTHERN NEVADA MEDICAL CENTER, 3, , , , , , , , 2375 E PRATER WAY, , SPARKS, NV, 894349641, US, 7753317000, , 2375 E PRATER WAY, , SPARKS, NV, 894349641, US, 7753317000, , 10/21/2005, 07/29/2008, , , , , FILTON, STEVE, , CFO,  SENIOR VP, 6107683300, 282N00000X, 653HOS-10, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1016400, 05, NV, , 001116400, 05, NV, , 232537015, 01, NV, CHAMPUS, 001216400, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1417947490, 2, , <UNAVAIL>, VALLEY HOSPITAL MEDICAL CENTER, , , , , , , , , , , , , , , , 620 SHADOW LN, , LAS VEGAS, NV, 891064119, US, 7023884000, , 620 SHADOW LN, , LAS VEGAS, NV, 891064119, US, 7023884000, , 10/21/2005, 08/05/2011, , , , , FILTON, STEVE, , CFO,  SENIOR VP, 6107683300, 282N00000X, 667HOS-19, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1002881, 05, NV, , 001102881, 05, NV, , =========, 01, NV, CHAMPUS, 001202881, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1346230323, 2, , <UNAVAIL>, SPRING VALLEY MEDICAL CENTER, , , , , , , , , , , , , , , , 5400 S RAINBOW BLVD, , LAS VEGAS, NV, 891181859, US, 7028533000, , 5400 S RAINBOW BLVD, , LAS VEGAS, NV, 891181859, US, 7028533000, , 10/21/2005, 08/04/2011, , , , , FILTON, STEVE, , CFO,  SENIOR VP, 6107683300, 282N00000X, 3420HOS-5, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 12100501383, 05, NV, , 10100501716, 05, NE, , 11100501835, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1851381768, 2, , <UNAVAIL>, SPARKS FAMILY HOSPITAL INC, , , , , , , NORTHERN NEVADA MEDICAL CENTER, 3, , , , , , , , 2375 E PRATER WAY, , SPARKS, NV, 894349641, US, 7753317000, , 2375 E PRATER WAY, , SPARKS, NV, 894349641, US, 7753317000, , 10/24/2005, 07/29/2008, , , , , FILTON, STEVE, , CFO,  SENIOR VP, 6107683300, 273R00000X, 653HOS-10, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001116400, 05, NV, , 001216400, 05, NV, , 100512383, 05, NV, , 1016400, 05, NV, , 232537015, 01, NV, CHAMPUS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1477543171, 2, , <UNAVAIL>, SPARKS FAMILY HOSPITAL INC, , , , , , , NORTHERN NEVADA MEDICAL CENTER, 3, , , , , , , , 2375 E PRATER WAY, , SPARKS, NV, 894349641, US, 7753317000, , 2375 E PRATER WAY, , SPARKS, NV, 894349641, US, 7753317000, , 10/24/2005, 07/29/2008, , , , , FILTON, STEVE, , CFO,  SENIOR VP, 6107683300, 273Y00000X, 653HOS-10, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 232537015, 01, NV, CHAMPUS, 1016400, 05, NV, , 001116400, 05, NV, , 001216400, 05, NV, , 100512384, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
