1699778829, 2, , <UNAVAIL>, CHIPPEWA VALLEY ORTHOPEDICS AND SPORTS MEDICINE CLINIC SC, , , , , , , , , , , , , , , , 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 05/23/2005, 10/27/2014, , , , , DRAWBERT, JOHN, PAUL, PRESIDENT, 7158321400, 207T00000X, , , N, 207X00000X, , , Y, 208VP0014X, 54216, WI, N, 213ES0103X, , , N, 261QM1200X, , , N, 332B00000X, , WI, N, 363A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2416091, 01, WI, UNITED HEALTHCARE, =========015, 01, WI, BLUE CROSS BLUE SHIELD, 41741700, 05, WI, , 542R9CH, 01, WI, BCBS OF MN, 220399400, 01, WI, OWCP, 21278700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , 
1841293768, 2, , <UNAVAIL>, COUNTY OF LINCOLN, , , , , , , LINCOLN COUNTY EMS, 3, , , , , , , , 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155361019, 7155398054, 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155391019, 7155398054, 05/24/2005, 11/11/2008, , , , , RAUCHLE, DEBORAH, A, ADMINISTRATIVE SECRETARY, 7155391019, 3416L0300X, 6020121, WI, N, 3416L0300X, 6000121, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41329500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1588667406, 2, , <UNAVAIL>, COUNTY OF DUNN, , , , , , , DUNN COUNTY DEPARTMENT OF HUMAN SERVICES & ADRC, 3, , , , , , , , 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 05/24/2005, 07/17/2015, , , , , KORPELA, KRISTIN, M, DIRECTOR, 7152312750, 101YM0800X, 1287, WI, N, 101YP2500X, 1287, WI, N, 103TB0200X, 1287, WI, N, 106H00000X, 1287, WI, N, 163WP0808X, 1287, WI, N, 2084P0800X, 1287, WI, N, 261QM0801X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 67551DU, 01, WI, COMPREHENSIVE CARE SERV, 42141400, 05, WI, , 60011400, 05, WI, , =========013, 01, WI, BC & BS OF WI PROVIDER ID, 260050222, 01, WI, RAILROAD MEDICARE, 9009DU, 01, MN, BC & BS OF MN PROVIDER ID, 94112, 01, WI, PREFERREDONE FACILITY ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF DUNN, <UNAVAIL>, MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1851391304, 2, , <UNAVAIL>, BENEVOLENT CORPORATION CEDAR COMMUNITY, , , , , , , CEDAR BAY EAST, 3, , , , , , , , 5577 HOME DR, , WEST BEND, WI, 530957616, US, 2623062145, 2623062146, 5577 HOME DR, , WEST BEND, WI, 530957616, US, 2623062145, 2623062146, 07/27/2005, 10/12/2017, , , , , CHERNEY, CHRIS, , CFO, 2623064212, 310400000X, REGISTRATION #1993, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, BENEVOLENT CORPORATION CEDAR COMMUNITY, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1487654935, 2, , <UNAVAIL>, BENEVOLENT CORPORATION CEDAR COMMUNITY, , , , , , , CEDAR BAY WEST, 3, , , , , , , , 5555 CEDAR BAY, , WEST BEND, WI, 530957602, US, 2623062130, 2623062131, 5555 CEDAR BAY, , WEST BEND, WI, 530957602, US, 2623062130, 2623062131, 07/27/2005, 12/14/2017, , , , , CHERNEY, CHRIS, , CFO, 2623064212, 310400000X, CERTIFICATION# 022, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, BENEVOLENT CORPORATION CEDAR COMMUNITY, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1154321602, 2, , <UNAVAIL>, BENEVOLENT CORPORATION CEDAR COMMUNITY, , , , , , , CEDAR LAKE CAMPUS PHARMACY THE INDEPENDENCE STORE, 3, , , , , , , , 5595 COUNTY ROAD Z, , WEST BEND, WI, 530959224, US, 2623062140, 2623062141, 5595 COUNTY ROAD Z, , WEST BEND, WI, 530959224, US, 2623062140, 2623062141, 07/27/2005, 12/15/2017, , , , , CHERNEY, CHRIS, , CFO, 2623064212, 332B00000X, 5115503, WI, N, 333600000X, 5115503, WI, Y, 3336L0003X, 5115503, WI, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 33027100, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, BENEVOLENT CORPORATION CEDAR COMMUNITY, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1972503316, 2, , <UNAVAIL>, KUMBALEK CHIROPRACTIC CENTER SC, , , , , , , , , , , , , , , , 2510 WASHINGTON ST, , MANITOWOC, WI, 542204858, US, 9206833800, 9206831230, 2510 WASHINGTON ST, , MANITOWOC, WI, 542204858, US, 9206833800, 9206831230, 07/28/2005, 07/08/2007, , , , , KUMBALEK, KEVIN, J, PRESIDENT, 9206833800, 111N00000X, 2338, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 38837000, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1124028519, 2, , <UNAVAIL>, COUNTY OF SHAWANO, , , , , , , MAPLE LANE HEALTH CARE CENTER, 3, , , , , , , , N4231 STATE HIGHWAY 22, , SHAWANO, WI, 541666130, US, 7155263158, 7155266823, N4231 STATE HIGHWAY 22, , SHAWANO, WI, 541666130, US, 7155263158, 7155266823, 07/28/2005, 09/10/2007, , , , , KESSEN, DEBBRA, R, ACCOUNTANT/CONTROLLER, 7155263158, 314000000X, 2579, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20160600, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1629078787, 2, , <UNAVAIL>, ST. NICHOLAS HOSPITAL-SISTERS OF THE THIRD ORDER OF ST. FRANCIS, , , , , , , ST NICHOLAS HOSPITAL HOME HEALTH, 5, , , , , , , , 3100 SUPERIOR AVENUE, , SHEBOYGAN, WI, 53081, US, 9204598300, 9204528336, 3100 SUPERIOR AVENUE, , SHEBOYGAN, WI, 53081, US, 9204598300, 9204528336, 07/29/2005, 01/28/2013, , , , , BAGNALL, ANDREW, , CEO, 9204594705, 251E00000X, 124, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41524300, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ST. NICHOLAS HOSPITAL OF THE HOSPITAL SISTERS OF ST. FRANCIS, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1538169693, 2, , <UNAVAIL>, ST. NICHOLAS HOSPITAL-SISTERS OF THE THIRD ORDER OF ST. FRANCIS, , , , , , , ST NICHOLAS HOSPITAL HOSPICE, 5, , , , , , , , 3100 SUPERIOR AVENUE, , SHEBOYGAN, WI, 53081, US, 9204598300, 9204528336, 3100 SUPERIOR AVENUE, , SHEBOYGAN, WI, 53081, US, 9204598300, 9204528336, 07/29/2005, 01/28/2013, , , , , BAGNALL, ANDREW, , CEO, 9204594705, 251G00000X, 532, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 43184300, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ST. NICHOLAS HOSPITAL OF THE HOSPITAL SISTERS OF ST. FRANCIS, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1225038359, 2, , <UNAVAIL>, CITY OF MARSHFIELD, , , , , , , MARSHFIELD FIRE & RESCUE, 3, , , , , , , , 514 E 4TH ST, , MARSHFIELD, WI, 544494516, US, (715) 384-4600, 7153847831, 514 EAST 4TH STREET, , MARSHFIELD, WI, 544494516, US, 7154862094, 7153848868, 07/29/2005, 06/13/2017, , , , , OWEN, SCOTT, M, FIRE CHIEF, 7154862090, 3416L0300X, 6000285, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41324100, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., SR., , , , , , , , , , , , , , , , , 
1609876655, 2, , <UNAVAIL>, ARIZCONSIN GROUP INC, , , , , , , CRANDON NURSING HOME, 3, , , , , , , , PO BOX 400, , CRANDON, WI, 545200400, US, 7154783324, 7154785085, 105 W PIONEER ST, , CRANDON, WI, 545201554, US, 7154783324, 7154785085, 07/29/2005, 08/08/2007, , , , , RAU, PAMELA, I, ADMINISTRATOR, 7154783324, 314000000X, 2945, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20124900, 05, WI, , 2945, 01, WI, FACIOLITY LICENSE NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1447250428, 2, , <UNAVAIL>, CROSS PLAINS AREA EMERGENCY MEDICAL SERVICE, , , , , , , , , , , , , , , , 2027 PARK ST, , CROSS PLAINS, WI, 535289610, US, 6087982720, 6087980905, 2027 PARK ST, , CROSS PLAINS, WI, 535289610, US, 6087982720, 6087980905, 07/29/2005, 07/08/2007, , , , , HILLEBRAND, J. TIMOTHY, , DIRECTOR, 6087982720, 146N00000X, 6001351, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1235139353, 2, , <UNAVAIL>, DETERT CHIROPRACTIC OFFICE SC, , , , , , , , , , , , , , , , PO BOX 485, , MARION, WI, 549500485, US, 7157542555, 7157542559, 1101 N MAIN ST, , MARION, WI, 549509182, US, 7157542555, 7157542559, 07/29/2005, 07/09/2010, , , , , DETERT, LAURA, LEANNE, PRESIDENT CHIROPRACTOR, 7157542555, 111N00000X, 2895-012, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , OFF38984900, 05, WI, , LAURA38866500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1942201876, 2, , <UNAVAIL>, RADIOLOGY ASSOCIATES OF BEAVER DAM LTD, , , , , , , , , , , , , , , , 116 MONROE ST, , BEAVER DAM, WI, 539162437, US, 9208871153, 9208871044, 116 MONROE ST, , BEAVER DAM, WI, 539162437, US, 9208871153, 9208871044, 08/02/2005, 04/20/2008, , , , , ARMATO, DOUGLAS, PAUL, PRESIDENT, 9208871153, 2085R0202X, =========, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1972504835, 2, , <UNAVAIL>, RIVER VALLEY NURSING HOME INC, , , , , , , GREENWAY MANOR & GREENWAY TERRACE, 3, , , , , , , , PO BOX 759, , SPRING GREEN, WI, 535880759, US, 6085882586, 6085887410, 501 S WINSTED ST, , SPRING GREEN, WI, 535889435, US, 6085882586, 6085887410, 08/02/2005, 07/08/2007, , , , , SCOLES, MARK, WALDON, ADMINISTRATOR, 6085882586, 310400000X, 1928, WI, X, 314000000X, 2470, WI, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20144800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1972504843, 2, , <UNAVAIL>, ENDODONTIC SPECIALISTS OF LACROSSE LTD, , , , , , , , , , , , , , , , 2700 NATIONAL DR, STE 102, ONALASKA, WI, 54650, US, 6087833636, 6087833639, 2700 NATIONAL DR, STE 102, ONALASKA, WI, 54650, US, 6087833636, 6087833639, 08/02/2005, 06/12/2013, , , , , NORDEEN, DEREK, B, PRESIDENT OF CORPORATION, 6087833636, 1223E0200X, =========, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DDS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1598766479, 2, , <UNAVAIL>, EDGEWOOD CARE CENTER INC., , , , , , , HERITAGE MANOR, 3, , , , , , , , PO BOX 167, 307 ROYALL AVE, ELROY, WI, 539290167, US, 6084628491, 6084625088, 307 ROYALL AVE, , ELROY, WI, 539291044, US, 6084628491, 6084625088, 08/02/2005, 04/20/2012, , , , , JOHNSON, ELLSWORTH, L, CEO, 9529292122, 314000000X, 2852, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20117500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1750382537, 2, , <UNAVAIL>, RASCHKE CHIROPRACTIC CENTER SC, , , , , , , , , , , , , , , , PO BOX 736, , WEYAUWEGA, WI, 549830736, US, 9208672451, 9208672415, N 1992 COUNTY ROAD F, , WEYAUWEGA, WI, 549830736, US, 9208672451, 9208672415, 08/03/2005, 07/08/2007, , , , , RASCHKE, FRED, W, OWNER/PRESIDENT, 9208672451, 111N00000X, 1788-012, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 343707, 01, WI, EIN#, 38777200, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1396746186, 2, , <UNAVAIL>, BLACK RIVER CHIROPRACTIC CENTER SC, , , , , , , , , , , , , , , , 126 S 2ND ST, , BLACK RIVER FALLS, WI, 546151726, US, 7152842915, 7152847492, 237 W BROADWAY ST, , BLAIR, WI, 546169366, US, 6089892020, 6089892308, 08/03/2005, 04/20/2008, , , , , JEAN, RUTH, V, PRESIDENT, 7152842915, 111N00000X, =========, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 38996400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DC  DABCO, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1467453167, 2, , <UNAVAIL>, FAMILY SERVICES OF NORTHEAST WISCONSIN INC, , , , , , , FAMILY SERVICE OF NEW, 5, , , , , , , , PO BOX 22308, , GREEN BAY, WI, 543052308, US, 9204366800, 9204373540, 300 CROOKS ST, , GREEN BAY, WI, 543014527, US, 9204366800, 9204373540, 08/03/2005, 05/18/2015, , , , , VANDELEEST, JEFFREY, , PRESIDENT/CEO, 9204366800, 261QM0801X, 1329, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 42105100, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , LCSW, , , , , , , , , , , , , , , , 
1407857188, 2, , <UNAVAIL>, WEST SUBURBAN CTR FOR ARTHRITIS, , , , , , , , , , , , , , , , 601 N BARKER RD, 110, BROOKFIELD, WI, 530455929, US, 2627850777, 2627850610, 601 N BARKER RD, 110, BROOKFIELD, WI, 530455929, US, 2627850777, 2627850610, 08/03/2005, 01/21/2013, , , , , HEHN, AMY, , OFFICE MANAGER, 2627851964, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32805700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1447251004, 2, , <UNAVAIL>, REEDSBURG AREA MEDICAL CENTER, , , , , , , REEDSBURG MEMORIAL HOSPITAL, 4, , , , , , , , 2000 N DEWEY AVE, , REEDSBURG, WI, 539591049, US, , , 2000 N DEWEY AVE, , REEDSBURG, WI, 539591049, US, 6085246487, 6085246566, 08/04/2005, 03/04/2008, , , , , VAN MEETEREN, ROBERT, J, PRESIDENT, 6085246487, 275N00000X, 179, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1538160163, 2, , <UNAVAIL>, ODYSSEY HEALTHCARE OPERATING B LP, , , , , , , KINDRED HOSPICE, 3, , , , , , , , 12900 FOSTER STREET, SUITE 400, OVERLAND PARK, KS, 662132696, US, , , 10150 W NATIONAL AVE, SUITE 200, WEST ALLIS, WI, 532272145, US, 4145463200, , 08/04/2005, 10/21/2016, , , , , SCHWARTZ, RUTH, C., ASSISTANT SECRETARY, 9138142288, 251G00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 43189400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
